config,job_id,prompt_idx,edit_p,runtime_s,cache,vram_mb,out_path
baseline_fp32,000000000006,2,"a cup of coffee with drawing of tulip putted on the wooden table in winter, covered in snow",2.5382,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000006_2.png
baseline_fp32,000000000007,0,a white german shepherd dog sits on the grass with big mouth opened,2.5257,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000007_0.png
baseline_fp32,000000000007,1,"a german shepherd dog stands on the grass with mouth closed at night, dark lighting",2.5136,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000007_1.png
baseline_fp32,000000000007,2,"a german shepherd dog stands on the grass with mouth closed in winter, covered in snow",2.5095,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000007_2.png
baseline_fp32,000000000008,0,a black german shepherd holding a rose standing on the ground in front of fence,2.5038,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000008_0.png
baseline_fp32,000000000008,1,"a golden retriever holding a tulip sitting on the ground in front of fence at night, dark lighting",2.4989,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000008_1.png
baseline_fp32,000000000008,2,"a golden retriever holding a tulip sitting on the ground in front of fence in winter, covered in snow",2.5002,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000008_2.png
baseline_fp32,000000000009,0,Painting of a lion laying down on a blue background,2.4948,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000009_0.png
baseline_fp32,000000000009,1,"a dog is laying down on a white background at night, dark lighting",2.5007,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000009_1.png
baseline_fp32,000000000009,2,"a dog is laying down on a white background in winter, covered in snow",2.498,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000009_2.png
baseline_fp32,000000000010,0,photo of a white horse and a cat sitting on rocks near the ocean,2.5045,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000010_0.png
baseline_fp32,000000000010,1,"photo of a goat and a cat standing on rocks near the ocean at night, dark lighting",2.5015,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000010_1.png
baseline_fp32,000000000010,2,"photo of a goat and a cat standing on rocks near the ocean in winter, covered in snow",2.5143,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000010_2.png
baseline_fp32,000000000011,0,a brown owl standing on a red flower,2.524,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000011_0.png
baseline_fp32,000000000011,1,"a colorful bird standing on a branch at night, dark lighting",2.5179,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000011_1.png
baseline_fp32,000000000011,2,"a colorful bird standing on a branch in winter, covered in snow",2.5301,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000011_2.png
baseline_fp32,000000000012,0,Tuna sushi on white metal plate,2.5415,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000012_0.png
baseline_fp32,000000000012,1,"meat balls on white ceramics plate at night, dark lighting",2.5483,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000012_1.png
baseline_fp32,000000000012,2,"meat balls on white ceramics plate in winter, covered in snow",2.5432,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000012_2.png
baseline_fp32,000000000013,0,three white cupcakes on black metal bowl,2.5441,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000013_0.png
baseline_fp32,000000000013,1,"three white dumplings on brown wooden bowl at night, dark lighting",2.5371,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000013_1.png
baseline_fp32,000000000013,2,"three white dumplings on brown wooden bowl in winter, covered in snow",2.5437,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000013_2.png
baseline_fp32,000000000014,0,a man in white shirt with his hands up standing by a house,2.5617,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000014_0.png
baseline_fp32,000000000014,1,"a man in black shirt with his hands hanging down standing by a house at night, dark lighting",2.5533,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000014_1.png
baseline_fp32,000000000014,2,"a man in black shirt with his hands hanging down standing by a house in winter, covered in snow",2.5384,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000014_2.png
baseline_fp32,000000000015,0,Blue metal plate with vegatables on it,2.542,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000015_0.png
baseline_fp32,000000000015,1,"white plate with fruits on it at night, dark lighting",2.5415,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000015_1.png
baseline_fp32,000000000015,2,"white plate with fruits on it in winter, covered in snow",2.5436,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000015_2.png
baseline_fp32,000000000016,0,a white plate with grilled salmon and mushroom on it,2.5368,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000016_0.png
baseline_fp32,000000000016,1,"a plate with grilled steak on it at night, dark lighting",2.543,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000016_1.png
baseline_fp32,000000000016,2,"a plate with grilled steak on it in winter, covered in snow",2.5422,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000016_2.png
baseline_fp32,000000000017,0,photo of a white Teddy Bear in side view,2.546,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000017_0.png
baseline_fp32,000000000017,1,"photo of a statue in front view at night, dark lighting",2.5435,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000017_1.png
baseline_fp32,000000000017,2,"photo of a statue in front view in winter, covered in snow",2.5573,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000017_2.png
baseline_fp32,000000000018,0,the statue of angel holding a red flower,2.5468,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000018_0.png
baseline_fp32,000000000018,1,"the statue of liberty holding a torch at night, dark lighting",2.5394,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000018_1.png
baseline_fp32,000000000018,2,"the statue of liberty holding a torch in winter, covered in snow",2.5218,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000018_2.png
baseline_fp32,000000000019,0,white cat on green grass,2.5446,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000019_0.png
baseline_fp32,000000000019,1,"white tiger on brown ground at night, dark lighting",2.537,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000019_1.png
baseline_fp32,000000000019,2,"white tiger on brown ground in winter, covered in snow",2.5461,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000019_2.png
baseline_fp32,000000000020,0,two toy cats standing on a branch,2.5412,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000020_0.png
baseline_fp32,000000000020,1,"two birds sitting on a branch at night, dark lighting",2.5583,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000020_1.png
baseline_fp32,000000000020,2,"two birds sitting on a branch in winter, covered in snow",2.5281,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000020_2.png
baseline_fp32,000000000021,0,"two metal owls sitting on a stick, forest background",2.5383,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000021_0.png
baseline_fp32,000000000021,1,"two parrots sitting on a stick, city street background at night, dark lighting",2.5458,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000021_1.png
baseline_fp32,000000000021,2,"two parrots sitting on a stick, city street background in winter, covered in snow",2.537,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000021_2.png
baseline_fp32,000000000022,0,an pink taxi with colorful flowers on top,2.5315,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000022_0.png
baseline_fp32,000000000022,1,"an orange van with surfboards on top at night, dark lighting",2.5344,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000022_1.png
baseline_fp32,000000000022,2,"an orange van with surfboards on top in winter, covered in snow",2.538,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000022_2.png
baseline_fp32,000000000023,0,a black cow with white patterns in the field,2.5343,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000023_0.png
baseline_fp32,000000000023,1,"a gray horse in the field at night, dark lighting",2.5272,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000023_1.png
baseline_fp32,000000000023,2,"a gray horse in the field in winter, covered in snow",2.5225,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000023_2.png
baseline_fp32,000000000024,0,a golden dog jumping in the sunset,2.5386,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000024_0.png
baseline_fp32,000000000024,1,"a white horse running in the sunset at night, dark lighting",2.5345,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000024_1.png
baseline_fp32,000000000024,2,"a white horse running in the sunset in winter, covered in snow",2.5334,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000024_2.png
baseline_fp32,000000000025,0,a woman with red hair wearing a coat,2.5388,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000025_0.png
baseline_fp32,000000000025,1,"a woman with blue hair wearing a shirt at night, dark lighting",2.5357,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000025_1.png
baseline_fp32,000000000025,2,"a woman with blue hair wearing a shirt in winter, covered in snow",2.5336,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000025_2.png
baseline_fp32,000000000026,0,a toy cat with a red fur sitting on a branch,2.5491,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000026_0.png
baseline_fp32,000000000026,1,"a yellow bird with a red beak sitting on a branch at night, dark lighting",2.5337,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000026_1.png
baseline_fp32,000000000026,2,"a yellow bird with a red beak sitting on a branch in winter, covered in snow",2.5321,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000026_2.png
baseline_fp32,000000000027,0,a closed eyes dog sitting on green grass,2.5341,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000027_0.png
baseline_fp32,000000000027,1,"a opened eyes cat sitting on wooden floor at night, dark lighting",2.5367,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000027_1.png
baseline_fp32,000000000027,2,"a opened eyes cat sitting on wooden floor in winter, covered in snow",2.5359,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000027_2.png
baseline_fp32,000000000028,0,Painting of red flowers on a tree branch with white background,2.53,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000028_0.png
baseline_fp32,000000000028,1,"white flowers on a tree branch with blue sky background at night, dark lighting",2.5294,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000028_1.png
baseline_fp32,000000000028,2,"white flowers on a tree branch with blue sky background in winter, covered in snow",2.5379,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000028_2.png
baseline_fp32,000000000029,0,a duck sitting on the floor,2.5253,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000029_0.png
baseline_fp32,000000000029,1,"a kitten walking on the grass at night, dark lighting",2.5376,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000029_1.png
baseline_fp32,000000000029,2,"a kitten walking on the grass in winter, covered in snow",2.5297,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000029_2.png
baseline_fp32,000000000030,0,a road in a lush city with black rocks,2.543,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000030_0.png
baseline_fp32,000000000030,1,"a stream in a lush forest with rocks at night, dark lighting",2.5332,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000030_1.png
baseline_fp32,000000000030,2,"a stream in a lush forest with rocks in winter, covered in snow",2.5407,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000030_2.png
baseline_fp32,000000000031,0,a blue tulip in the yellow light,2.5212,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000031_0.png
baseline_fp32,000000000031,1,"a red rose in the dark at night, dark lighting",2.5366,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000031_1.png
baseline_fp32,000000000031,2,"a red rose in the dark in winter, covered in snow",2.5404,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000031_2.png
baseline_fp32,000000000032,0,a group of red apples hanging from a big tree,2.5419,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000032_0.png
baseline_fp32,000000000032,1,"a group of pink flowers hanging from a tree at night, dark lighting",2.541,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000032_1.png
baseline_fp32,000000000032,2,"a group of pink flowers hanging from a tree in winter, covered in snow",2.5484,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000032_2.png
baseline_fp32,000000000033,0,a painting of a boy walking his cat in winter,2.5225,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000033_0.png
baseline_fp32,000000000033,1,"a cartoon of a boy walking his dog in autumn at night, dark lighting",2.5294,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000033_1.png
baseline_fp32,000000000033,2,"a cartoon of a boy walking his dog in autumn in winter, covered in snow",2.5283,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000033_2.png
baseline_fp32,000000000034,0,a sketch painting of a mother cat and her babies are standing near the forest,2.5365,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000034_0.png
baseline_fp32,000000000034,1,"a mother duck and her babies are standing near the water at night, dark lighting",2.5327,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000034_1.png
baseline_fp32,000000000034,2,"a mother duck and her babies are standing near the water in winter, covered in snow",2.5459,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000034_2.png
baseline_fp32,000000000035,0,"painting, yellow ball of the world by jimmy kirk",2.5417,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000035_0.png
baseline_fp32,000000000035,1,"photograph, window of the world by jimmy kirk at night, dark lighting",2.5363,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000035_1.png
baseline_fp32,000000000035,2,"photograph, window of the world by jimmy kirk in winter, covered in snow",2.5347,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000035_2.png
baseline_fp32,000000000036,0,red flame in the dark,2.5362,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000036_0.png
baseline_fp32,000000000036,1,"smoke at night, dark lighting",2.5314,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000036_1.png
baseline_fp32,000000000036,2,"smoke in winter, covered in snow",2.5355,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000036_2.png
baseline_fp32,000000000037,0,snow mountain landscape with flowers and green grass,2.5295,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000037_0.png
baseline_fp32,000000000037,1,"mountain landscape with flowers and withered grass at night, dark lighting",2.5157,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000037_1.png
baseline_fp32,000000000037,2,"mountain landscape with flowers and withered grass in winter, covered in snow",2.5316,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000037_2.png
baseline_fp32,000000000038,0,a little girl with blue eyes and yellow flowers in a blue coat,2.5308,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000038_0.png
baseline_fp32,000000000038,1,"a little girl with green eyes and flowers in a blue dress at night, dark lighting",2.5333,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000038_1.png
baseline_fp32,000000000038,2,"a little girl with green eyes and flowers in a blue dress in winter, covered in snow",2.5295,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000038_2.png
baseline_fp32,000000000039,0,two cats swimming in the sea,2.538,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000039_0.png
baseline_fp32,000000000039,1,"two ducks in the dirt at night, dark lighting",2.5401,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000039_1.png
baseline_fp32,000000000039,2,"two ducks in the dirt in winter, covered in snow",2.5437,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000039_2.png
baseline_fp32,000000000040,0,a orange cat sitting with cotton scarf putting hands up,2.5322,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000040_0.png
baseline_fp32,000000000040,1,"a cat sitting with beads collar at night, dark lighting",2.5333,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000040_1.png
baseline_fp32,000000000040,2,"a cat sitting with beads collar in winter, covered in snow",2.5321,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000040_2.png
baseline_fp32,000000000041,0,a spacecraft in the blue arctic sky,2.537,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000041_0.png
baseline_fp32,000000000041,1,"the arctic sky at night, dark lighting",2.5333,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000041_1.png
baseline_fp32,000000000041,2,"the arctic sky in winter, covered in snow",2.5344,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000041_2.png
baseline_fp32,000000000042,0,a white dog is standing on rocks in a bright forest,2.5397,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000042_0.png
baseline_fp32,000000000042,1,"a black wolf is standing on rocks in a dark forest at night, dark lighting",2.5356,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000042_1.png
baseline_fp32,000000000042,2,"a black wolf is standing on rocks in a dark forest in winter, covered in snow",2.5606,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000042_2.png
baseline_fp32,000000000043,0,a small blue cruise ship in the ocean at sunset,2.5414,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000043_0.png
baseline_fp32,000000000043,1,"a large red cargo ship in the ocean at sunset at night, dark lighting",2.5352,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000043_1.png
baseline_fp32,000000000043,2,"a large red cargo ship in the ocean at sunset in winter, covered in snow",2.5279,off,14605.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260614-1644-fa0711/baseline_fp32/000000000043_2.png
