config,job_id,prompt_idx,edit_p,runtime_s,cache,vram_mb,out_path
baseline_fp32,000000000015,1,"white plate with fruits on it at night, dark lighting",2.9029,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000015_1.png
baseline_fp32,000000000015,2,"white plate with fruits on it in winter, covered in snow",2.8856,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000015_2.png
baseline_fp32,000000000016,0,a white plate with grilled salmon and mushroom on it,2.9078,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000016_0.png
baseline_fp32,000000000016,1,"a plate with grilled steak on it at night, dark lighting",2.923,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000016_1.png
baseline_fp32,000000000016,2,"a plate with grilled steak on it in winter, covered in snow",2.9335,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000016_2.png
baseline_fp32,000000000017,0,photo of a white Teddy Bear in side view,2.9606,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000017_0.png
baseline_fp32,000000000017,1,"photo of a statue in front view at night, dark lighting",2.971,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000017_1.png
baseline_fp32,000000000017,2,"photo of a statue in front view in winter, covered in snow",2.9406,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000017_2.png
baseline_fp32,000000000018,0,the statue of angel holding a red flower,2.9639,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000018_0.png
baseline_fp32,000000000018,1,"the statue of liberty holding a torch at night, dark lighting",2.9653,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000018_1.png
baseline_fp32,000000000018,2,"the statue of liberty holding a torch in winter, covered in snow",2.9798,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000018_2.png
baseline_fp32,000000000019,0,white cat on green grass,2.9858,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000019_0.png
baseline_fp32,000000000019,1,"white tiger on brown ground at night, dark lighting",2.9602,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000019_1.png
baseline_fp32,000000000019,2,"white tiger on brown ground in winter, covered in snow",2.9628,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000019_2.png
baseline_fp32,000000000020,0,two toy cats standing on a branch,2.9032,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000020_0.png
baseline_fp32,000000000020,1,"two birds sitting on a branch at night, dark lighting",2.916,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000020_1.png
baseline_fp32,000000000020,2,"two birds sitting on a branch in winter, covered in snow",2.9038,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000020_2.png
baseline_fp32,000000000021,0,"two metal owls sitting on a stick, forest background",2.9242,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000021_0.png
baseline_fp32,000000000021,1,"two parrots sitting on a stick, city street background at night, dark lighting",2.8891,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000021_1.png
baseline_fp32,000000000021,2,"two parrots sitting on a stick, city street background in winter, covered in snow",2.8866,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000021_2.png
baseline_fp32,000000000022,0,an pink taxi with colorful flowers on top,2.8939,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000022_0.png
baseline_fp32,000000000022,1,"an orange van with surfboards on top at night, dark lighting",2.9069,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000022_1.png
baseline_fp32,000000000022,2,"an orange van with surfboards on top in winter, covered in snow",2.9075,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000022_2.png
baseline_fp32,000000000023,0,a black cow with white patterns in the field,2.899,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000023_0.png
baseline_fp32,000000000023,1,"a gray horse in the field at night, dark lighting",2.9172,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000023_1.png
baseline_fp32,000000000023,2,"a gray horse in the field in winter, covered in snow",2.9133,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000023_2.png
baseline_fp32,000000000024,0,a golden dog jumping in the sunset,2.9303,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000024_0.png
baseline_fp32,000000000024,1,"a white horse running in the sunset at night, dark lighting",2.9498,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000024_1.png
baseline_fp32,000000000024,2,"a white horse running in the sunset in winter, covered in snow",2.9548,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000024_2.png
baseline_fp32,000000000025,0,a woman with red hair wearing a coat,2.9525,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000025_0.png
baseline_fp32,000000000025,1,"a woman with blue hair wearing a shirt at night, dark lighting",2.9424,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000025_1.png
baseline_fp32,000000000025,2,"a woman with blue hair wearing a shirt in winter, covered in snow",2.9625,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000025_2.png
baseline_fp32,000000000026,0,a toy cat with a red fur sitting on a branch,2.9745,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000026_0.png
baseline_fp32,000000000026,1,"a yellow bird with a red beak sitting on a branch at night, dark lighting",2.97,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000026_1.png
baseline_fp32,000000000026,2,"a yellow bird with a red beak sitting on a branch in winter, covered in snow",2.9691,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000026_2.png
baseline_fp32,000000000027,0,a closed eyes dog sitting on green grass,2.9438,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000027_0.png
baseline_fp32,000000000027,1,"a opened eyes cat sitting on wooden floor at night, dark lighting",2.946,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000027_1.png
baseline_fp32,000000000027,2,"a opened eyes cat sitting on wooden floor in winter, covered in snow",2.9125,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000027_2.png
baseline_fp32,000000000028,0,Painting of red flowers on a tree branch with white background,2.9301,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000028_0.png
baseline_fp32,000000000028,1,"white flowers on a tree branch with blue sky background at night, dark lighting",2.9214,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000028_1.png
baseline_fp32,000000000028,2,"white flowers on a tree branch with blue sky background in winter, covered in snow",2.9063,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000028_2.png
baseline_fp32,000000000029,0,a duck sitting on the floor,2.9221,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000029_0.png
baseline_fp32,000000000029,1,"a kitten walking on the grass at night, dark lighting",2.9224,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000029_1.png
baseline_fp32,000000000029,2,"a kitten walking on the grass in winter, covered in snow",2.882,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000029_2.png
baseline_fp32,000000000030,0,a road in a lush city with black rocks,2.9066,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000030_0.png
baseline_fp32,000000000030,1,"a stream in a lush forest with rocks at night, dark lighting",2.9102,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000030_1.png
baseline_fp32,000000000030,2,"a stream in a lush forest with rocks in winter, covered in snow",2.8931,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000030_2.png
baseline_fp32,000000000031,0,a blue tulip in the yellow light,2.8957,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000031_0.png
baseline_fp32,000000000031,1,"a red rose in the dark at night, dark lighting",2.8692,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000031_1.png
baseline_fp32,000000000031,2,"a red rose in the dark in winter, covered in snow",2.8824,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000031_2.png
baseline_fp32,000000000032,0,a group of red apples hanging from a big tree,2.8937,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000032_0.png
baseline_fp32,000000000032,1,"a group of pink flowers hanging from a tree at night, dark lighting",2.8946,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000032_1.png
baseline_fp32,000000000032,2,"a group of pink flowers hanging from a tree in winter, covered in snow",2.8966,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000032_2.png
baseline_fp32,000000000033,0,a painting of a boy walking his cat in winter,2.8851,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000033_0.png
baseline_fp32,000000000033,1,"a cartoon of a boy walking his dog in autumn at night, dark lighting",2.8824,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000033_1.png
baseline_fp32,000000000033,2,"a cartoon of a boy walking his dog in autumn in winter, covered in snow",2.9053,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000033_2.png
baseline_fp32,000000000034,0,a sketch painting of a mother cat and her babies are standing near the forest,2.9387,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000034_0.png
baseline_fp32,000000000034,1,"a mother duck and her babies are standing near the water at night, dark lighting",2.9375,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000034_1.png
baseline_fp32,000000000034,2,"a mother duck and her babies are standing near the water in winter, covered in snow",2.902,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000034_2.png
baseline_fp32,000000000035,0,"painting, yellow ball of the world by jimmy kirk",2.9131,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000035_0.png
baseline_fp32,000000000035,1,"photograph, window of the world by jimmy kirk at night, dark lighting",2.9089,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000035_1.png
baseline_fp32,000000000035,2,"photograph, window of the world by jimmy kirk in winter, covered in snow",2.904,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000035_2.png
baseline_fp32,000000000036,0,red flame in the dark,2.9506,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000036_0.png
baseline_fp32,000000000036,1,"smoke at night, dark lighting",2.8932,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000036_1.png
baseline_fp32,000000000036,2,"smoke in winter, covered in snow",2.9252,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000036_2.png
baseline_fp32,000000000037,0,snow mountain landscape with flowers and green grass,2.9354,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000037_0.png
baseline_fp32,000000000037,1,"mountain landscape with flowers and withered grass at night, dark lighting",2.9231,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000037_1.png
baseline_fp32,000000000037,2,"mountain landscape with flowers and withered grass in winter, covered in snow",2.9498,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000037_2.png
baseline_fp32,000000000038,0,a little girl with blue eyes and yellow flowers in a blue coat,2.9094,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000038_0.png
baseline_fp32,000000000038,1,"a little girl with green eyes and flowers in a blue dress at night, dark lighting",2.9424,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000038_1.png
baseline_fp32,000000000038,2,"a little girl with green eyes and flowers in a blue dress in winter, covered in snow",2.8889,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000038_2.png
baseline_fp32,000000000039,0,two cats swimming in the sea,2.9356,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000039_0.png
baseline_fp32,000000000039,1,"two ducks in the dirt at night, dark lighting",2.9242,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000039_1.png
baseline_fp32,000000000039,2,"two ducks in the dirt in winter, covered in snow",2.9508,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000039_2.png
baseline_fp32,000000000040,0,a orange cat sitting with cotton scarf putting hands up,2.9411,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000040_0.png
baseline_fp32,000000000040,1,"a cat sitting with beads collar at night, dark lighting",2.9225,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000040_1.png
baseline_fp32,000000000040,2,"a cat sitting with beads collar in winter, covered in snow",2.9358,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000040_2.png
baseline_fp32,000000000041,0,a spacecraft in the blue arctic sky,2.9551,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000041_0.png
baseline_fp32,000000000041,1,"the arctic sky at night, dark lighting",2.912,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000041_1.png
baseline_fp32,000000000041,2,"the arctic sky in winter, covered in snow",2.9558,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000041_2.png
baseline_fp32,000000000042,0,a white dog is standing on rocks in a bright forest,2.9559,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000042_0.png
baseline_fp32,000000000042,1,"a black wolf is standing on rocks in a dark forest at night, dark lighting",2.944,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000042_1.png
baseline_fp32,000000000042,2,"a black wolf is standing on rocks in a dark forest in winter, covered in snow",2.9173,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000042_2.png
baseline_fp32,000000000043,0,a small blue cruise ship in the ocean at sunset,2.9368,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000043_0.png
baseline_fp32,000000000043,1,"a large red cargo ship in the ocean at sunset at night, dark lighting",2.99,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000043_1.png
baseline_fp32,000000000043,2,"a large red cargo ship in the ocean at sunset in winter, covered in snow",2.9505,off,14595.6,/content/CS2309.CH201/results/notebook/qsbench_imgs/20260617-0336-bb4785/baseline_fp32/000000000043_2.png
